Sexo;Edad;año;Total
Hombres;89 años;2061;6,831
Hombres;89 años;2060;6,782
Hombres;89 años;2059;6,734
Hombres;89 años;2058;6,685
Hombres;89 años;2057;6,636
Hombres;89 años;2056;6,587
Hombres;89 años;2055;6,538
Hombres;89 años;2054;6,489
Hombres;89 años;2053;6,439
Hombres;89 años;2052;6,390
Hombres;89 años;2051;6,341
Hombres;89 años;2050;6,292
Hombres;89 años;2049;6,242
Hombres;89 años;2048;6,193
Hombres;89 años;2047;6,144
Hombres;89 años;2046;6,094
Hombres;89 años;2045;6,045
Hombres;89 años;2044;5,996
Hombres;89 años;2043;5,947
Hombres;89 años;2042;5,897
Hombres;89 años;2041;5,848
Hombres;89 años;2040;5,799
Hombres;89 años;2039;5,750
Hombres;89 años;2038;5,701
Hombres;89 años;2037;5,652
Hombres;89 años;2036;5,603
Hombres;89 años;2035;5,555
Hombres;89 años;2034;5,506
Hombres;89 años;2033;5,458
Hombres;89 años;2032;5,409
Hombres;89 años;2031;5,361
Hombres;89 años;2030;5,313
Hombres;89 años;2029;5,265
Hombres;89 años;2028;5,217
Hombres;89 años;2027;5,170
Hombres;89 años;2026;5,122
Hombres;89 años;2025;5,075
Hombres;89 años;2024;5,028
Hombres;89 años;2023;4,981
Hombres;89 años;2022;4,935
Hombres;89 años;2021;4,888
Hombres;89 años;2020;4,842
Hombres;89 años;2019;4,796
Hombres;89 años;2018;4,750
Hombres;89 años;2017;4,705
Hombres;89 años;2016;4,660
Hombres;90 años;2065;6,598
Hombres;90 años;2064;6,553
Hombres;90 años;2063;6,507
Hombres;90 años;2062;6,462
Hombres;90 años;2061;6,416
Hombres;90 años;2060;6,370
Hombres;90 años;2059;6,324
Hombres;90 años;2058;6,277
Hombres;90 años;2057;6,231
Hombres;90 años;2056;6,185
Hombres;90 años;2055;6,138
Hombres;90 años;2054;6,092
Hombres;90 años;2053;6,045
Hombres;90 años;2052;5,998
Hombres;90 años;2051;5,952
Hombres;90 años;2050;5,905
Hombres;90 años;2049;5,858
Hombres;90 años;2048;5,811
Hombres;90 años;2047;5,764
Hombres;90 años;2046;5,717
Hombres;90 años;2045;5,670
Hombres;90 años;2044;5,623
Hombres;90 años;2043;5,576
Hombres;90 años;2042;5,529
Hombres;90 años;2041;5,482
Hombres;90 años;2040;5,435
Hombres;90 años;2039;5,389
Hombres;90 años;2038;5,342
Hombres;90 años;2037;5,295
Hombres;90 años;2036;5,248
Hombres;90 años;2035;5,202
Hombres;90 años;2034;5,155
Hombres;90 años;2033;5,109
Hombres;90 años;2032;5,062
Hombres;90 años;2031;5,016
Hombres;90 años;2030;4,970
Hombres;90 años;2029;4,924
Hombres;90 años;2028;4,878
Hombres;90 años;2027;4,832
Hombres;90 años;2026;4,787
Hombres;90 años;2025;4,741
Hombres;90 años;2024;4,696
Hombres;90 años;2023;4,651
Hombres;90 años;2022;4,606
Hombres;90 años;2021;4,561
Hombres;90 años;2020;4,517
Hombres;90 años;2019;4,473
Hombres;90 años;2018;4,428
Hombres;90 años;2017;4,385
Hombres;90 años;2016;4,341
Hombres;91 años;2065;6,217
Hombres;91 años;2064;6,174
Hombres;91 años;2063;6,131
Hombres;91 años;2062;6,088
Hombres;91 años;2061;6,045
Hombres;91 años;2060;6,002
Hombres;91 años;2059;5,959
Hombres;91 años;2058;5,915
Hombres;91 años;2057;5,871
Hombres;91 años;2056;5,828
Hombres;91 años;2055;5,784
Hombres;91 años;2054;5,740
Hombres;91 años;2053;5,695
Hombres;91 años;2052;5,651
Hombres;91 años;2051;5,607
Hombres;91 años;2050;5,562
Hombres;91 años;2049;5,518
Hombres;91 años;2048;5,473
Hombres;91 años;2047;5,429
Hombres;91 años;2046;5,384
Hombres;91 años;2045;5,339
Hombres;91 años;2044;5,294
Hombres;91 años;2043;5,250
Hombres;91 años;2042;5,205
Hombres;91 años;2041;5,160
Hombres;91 años;2040;5,115
Hombres;91 años;2039;5,070
Hombres;91 años;2038;5,025
Hombres;91 años;2037;4,980
Hombres;91 años;2036;4,936
Hombres;91 años;2035;4,891
Hombres;91 años;2034;4,846
Hombres;91 años;2033;4,801
Hombres;91 años;2032;4,757
Hombres;91 años;2031;4,712
Hombres;91 años;2030;4,668
Hombres;91 años;2029;4,623
Hombres;91 años;2028;4,579
Hombres;91 años;2027;4,535
Hombres;91 años;2026;4,491
Hombres;91 años;2025;4,447
Hombres;91 años;2024;4,403
Hombres;91 años;2023;4,359
Hombres;91 años;2022;4,316
Hombres;91 años;2021;4,272
Hombres;91 años;2020;4,229
Hombres;91 años;2019;4,186
Hombres;91 años;2018;4,143
Hombres;91 años;2017;4,100
Hombres;91 años;2016;4,058
Hombres;92 años;2065;5,861
Hombres;92 años;2064;5,821
Hombres;92 años;2063;5,781
Hombres;92 años;2062;5,741
Hombres;92 años;2061;5,701
Hombres;92 años;2060;5,660
Hombres;92 años;2059;5,620
Hombres;92 años;2058;5,579
Hombres;92 años;2057;5,538
Hombres;92 años;2056;5,497
Hombres;92 años;2055;5,456
Hombres;92 años;2054;5,414
Hombres;92 años;2053;5,372
Hombres;92 años;2052;5,331
Hombres;92 años;2051;5,289
Hombres;92 años;2050;5,247
Hombres;92 años;2049;5,205
Hombres;92 años;2048;5,162
Hombres;92 años;2047;5,120
Hombres;92 años;2046;5,078
Hombres;92 años;2045;5,035
Hombres;92 años;2044;4,992
Hombres;92 años;2043;4,950
Hombres;92 años;2042;4,907
Hombres;92 años;2041;4,864
Hombres;92 años;2040;4,821
Hombres;92 años;2039;4,778
Hombres;92 años;2038;4,735
Hombres;92 años;2037;4,692
Hombres;92 años;2036;4,649
Hombres;92 años;2035;4,606
Hombres;92 años;2034;4,563
Hombres;92 años;2033;4,520
Hombres;92 años;2032;4,477
Hombres;92 años;2031;4,434
Hombres;92 años;2030;4,391
Hombres;92 años;2029;4,348
Hombres;92 años;2028;4,305
Hombres;92 años;2027;4,262
Hombres;92 años;2026;4,219
Hombres;92 años;2025;4,176
Hombres;92 años;2024;4,134
Hombres;92 años;2023;4,091
Hombres;92 años;2022;4,049
Hombres;92 años;2021;4,007
Hombres;92 años;2020;3,964
Hombres;92 años;2019;3,922
Hombres;92 años;2018;3,881
Hombres;92 años;2017;3,839
Hombres;92 años;2016;3,797
Hombres;93 años;2065;5,518
Hombres;93 años;2064;5,481
Hombres;93 años;2063;5,445
Hombres;93 años;2062;5,408
Hombres;93 años;2061;5,371
Hombres;93 años;2060;5,333
Hombres;93 años;2059;5,296
Hombres;93 años;2058;5,258
Hombres;93 años;2057;5,220
Hombres;93 años;2056;5,182
Hombres;93 años;2055;5,144
Hombres;93 años;2054;5,105
Hombres;93 años;2053;5,067
Hombres;93 años;2052;5,028
Hombres;93 años;2051;4,989
Hombres;93 años;2050;4,949
Hombres;93 años;2049;4,910
Hombres;93 años;2048;4,870
Hombres;93 años;2047;4,831
Hombres;93 años;2046;4,791
Hombres;93 años;2045;4,751
Hombres;93 años;2044;4,710
Hombres;93 años;2043;4,670
Hombres;93 años;2042;4,630
Hombres;93 años;2041;4,589
Hombres;93 años;2040;4,548
Hombres;93 años;2039;4,508
Hombres;93 años;2038;4,467
Hombres;93 años;2037;4,426
Hombres;93 años;2036;4,385
Hombres;93 años;2035;4,344
Hombres;93 años;2034;4,302
Hombres;93 años;2033;4,261
Hombres;93 años;2032;4,220
Hombres;93 años;2031;4,179
Hombres;93 años;2030;4,137
Hombres;93 años;2029;4,096
Hombres;93 años;2028;4,054
Hombres;93 años;2027;4,013
Hombres;93 años;2026;3,972
Hombres;93 años;2025;3,930
Hombres;93 años;2024;3,889
Hombres;93 años;2023;3,848
Hombres;93 años;2022;3,807
Hombres;93 años;2021;3,765
Hombres;93 años;2020;3,724
Hombres;93 años;2019;3,683
Hombres;93 años;2018;3,643
Hombres;93 años;2017;3,602
Hombres;93 años;2016;3,561
Hombres;94 años;2065;5,176
Hombres;94 años;2064;5,144
Hombres;94 años;2063;5,111
Hombres;94 años;2062;5,078
Hombres;94 años;2061;5,045
Hombres;94 años;2060;5,012
Hombres;94 años;2059;4,979
Hombres;94 años;2058;4,945
Hombres;94 años;2057;4,911
Hombres;94 años;2056;4,876
Hombres;94 años;2055;4,842
Hombres;94 años;2054;4,807
Hombres;94 años;2053;4,772
Hombres;94 años;2052;4,737
Hombres;94 años;2051;4,701
Hombres;94 años;2050;4,666
Hombres;94 años;2049;4,630
Hombres;94 años;2048;4,594
Hombres;94 años;2047;4,557
Hombres;94 años;2046;4,521
Hombres;94 años;2045;4,484
Hombres;94 años;2044;4,447
Hombres;94 años;2043;4,410
Hombres;94 años;2042;4,373
Hombres;94 años;2041;4,335
Hombres;94 años;2040;4,298
Hombres;94 años;2039;4,260
Hombres;94 años;2038;4,222
Hombres;94 años;2037;4,184
Hombres;94 años;2036;4,146
Hombres;94 años;2035;4,107
Hombres;94 años;2034;4,069
Hombres;94 años;2033;4,030
Hombres;94 años;2032;3,991
Hombres;94 años;2031;3,953
Hombres;94 años;2030;3,914
Hombres;94 años;2029;3,875
Hombres;94 años;2028;3,836
Hombres;94 años;2027;3,796
Hombres;94 años;2026;3,757
Hombres;94 años;2025;3,718
Hombres;94 años;2024;3,678
Hombres;94 años;2023;3,639
Hombres;94 años;2022;3,600
Hombres;94 años;2021;3,560
Hombres;94 años;2020;3,521
Hombres;94 años;2019;3,482
Hombres;94 años;2018;3,442
Hombres;94 años;2017;3,403
Hombres;94 años;2016;3,364
Hombres;95 años;2065;4,791
Hombres;95 años;2064;4,764
Hombres;95 años;2063;4,736
Hombres;95 años;2062;4,707
Hombres;95 años;2061;4,679
Hombres;95 años;2060;4,650
Hombres;95 años;2059;4,621
Hombres;95 años;2058;4,592
Hombres;95 años;2057;4,562
Hombres;95 años;2056;4,532
Hombres;95 años;2055;4,502
Hombres;95 años;2054;4,472
Hombres;95 años;2053;4,441
Hombres;95 años;2052;4,410
Hombres;95 años;2051;4,379
Hombres;95 años;2050;4,347
Hombres;95 años;2049;4,316
Hombres;95 años;2048;4,284
Hombres;95 años;2047;4,252
Hombres;95 años;2046;4,219
Hombres;95 años;2045;4,186
Hombres;95 años;2044;4,154
Hombres;95 años;2043;4,120
Hombres;95 años;2042;4,087
Hombres;95 años;2041;4,053
Hombres;95 años;2040;4,020
Hombres;95 años;2039;3,986
Hombres;95 años;2038;3,951
Hombres;95 años;2037;3,917
Hombres;95 años;2036;3,882
Hombres;95 años;2035;3,847
Hombres;95 años;2034;3,812
Hombres;95 años;2033;3,777
Hombres;95 años;2032;3,741
Hombres;95 años;2031;3,706
Hombres;95 años;2030;3,670
Hombres;95 años;2029;3,634
Hombres;95 años;2028;3,598
Hombres;95 años;2027;3,562
Hombres;95 años;2026;3,525
Hombres;95 años;2025;3,489
Hombres;95 años;2024;3,452
Hombres;95 años;2023;3,416
Hombres;95 años;2022;3,379
Hombres;95 años;2021;3,342
Hombres;95 años;2020;3,305
Hombres;95 años;2019;3,268
Hombres;95 años;2018;3,231
Hombres;95 años;2017;3,194
Hombres;95 años;2016;3,156
Hombres;96 años;2065;4,354
Hombres;96 años;2064;4,332
Hombres;96 años;2063;4,309
Hombres;96 años;2062;4,286
Hombres;96 años;2061;4,263
Hombres;96 años;2060;4,239
Hombres;96 años;2059;4,215
Hombres;96 años;2058;4,191
Hombres;96 años;2057;4,167
Hombres;96 años;2056;4,142
Hombres;96 años;2055;4,117
Hombres;96 años;2054;4,092
Hombres;96 años;2053;4,066
Hombres;96 años;2052;4,041
Hombres;96 años;2051;4,015
Hombres;96 años;2050;3,988
Hombres;96 años;2049;3,962
Hombres;96 años;2048;3,935
Hombres;96 años;2047;3,908
Hombres;96 años;2046;3,880
Hombres;96 años;2045;3,853
Hombres;96 años;2044;3,825
Hombres;96 años;2043;3,797
Hombres;96 años;2042;3,768
Hombres;96 años;2041;3,739
Hombres;96 años;2040;3,710
Hombres;96 años;2039;3,681
Hombres;96 años;2038;3,652
Hombres;96 años;2037;3,622
Hombres;96 años;2036;3,592
Hombres;96 años;2035;3,561
Hombres;96 años;2034;3,531
Hombres;96 años;2033;3,500
Hombres;96 años;2032;3,469
Hombres;96 años;2031;3,438
Hombres;96 años;2030;3,407
Hombres;96 años;2029;3,375
Hombres;96 años;2028;3,343
Hombres;96 años;2027;3,311
Hombres;96 años;2026;3,279
Hombres;96 años;2025;3,246
Hombres;96 años;2024;3,214
Hombres;96 años;2023;3,181
Hombres;96 años;2022;3,148
Hombres;96 años;2021;3,114
Hombres;96 años;2020;3,081
Hombres;96 años;2019;3,048
Hombres;96 años;2018;3,014
Hombres;96 años;2017;2,980
Hombres;96 años;2016;2,947
Hombres;97 años;2065;3,874
Hombres;97 años;2064;3,857
Hombres;97 años;2063;3,840
Hombres;97 años;2062;3,823
Hombres;97 años;2061;3,806
Hombres;97 años;2060;3,788
Hombres;97 años;2059;3,771
Hombres;97 años;2058;3,753
Hombres;97 años;2057;3,734
Hombres;97 años;2056;3,716
Hombres;97 años;2055;3,697
Hombres;97 años;2054;3,678
Hombres;97 años;2053;3,658
Hombres;97 años;2052;3,639
Hombres;97 años;2051;3,619
Hombres;97 años;2050;3,599
Hombres;97 años;2049;3,578
Hombres;97 años;2048;3,558
Hombres;97 años;2047;3,537
Hombres;97 años;2046;3,516
Hombres;97 años;2045;3,494
Hombres;97 años;2044;3,472
Hombres;97 años;2043;3,450
Hombres;97 años;2042;3,428
Hombres;97 años;2041;3,406
Hombres;97 años;2040;3,383
Hombres;97 años;2039;3,360
Hombres;97 años;2038;3,336
Hombres;97 años;2037;3,313
Hombres;97 años;2036;3,289
Hombres;97 años;2035;3,264
Hombres;97 años;2034;3,240
Hombres;97 años;2033;3,215
Hombres;97 años;2032;3,190
Hombres;97 años;2031;3,165
Hombres;97 años;2030;3,139
Hombres;97 años;2029;3,114
Hombres;97 años;2028;3,088
Hombres;97 años;2027;3,061
Hombres;97 años;2026;3,035
Hombres;97 años;2025;3,008
Hombres;97 años;2024;2,981
Hombres;97 años;2023;2,954
Hombres;97 años;2022;2,926
Hombres;97 años;2021;2,898
Hombres;97 años;2020;2,871
Hombres;97 años;2019;2,842
Hombres;97 años;2018;2,814
Hombres;97 años;2017;2,786
Hombres;97 años;2016;2,757
Hombres;98 años;2065;3,313
Hombres;98 años;2064;3,302
Hombres;98 años;2063;3,292
Hombres;98 años;2062;3,281
Hombres;98 años;2061;3,270
Hombres;98 años;2060;3,259
Hombres;98 años;2059;3,248
Hombres;98 años;2058;3,236
Hombres;98 años;2057;3,224
Hombres;98 años;2056;3,213
Hombres;98 años;2055;3,200
Hombres;98 años;2054;3,188
Hombres;98 años;2053;3,176
Hombres;98 años;2052;3,163
Hombres;98 años;2051;3,150
Hombres;98 años;2050;3,137
Hombres;98 años;2049;3,124
Hombres;98 años;2048;3,110
Hombres;98 años;2047;3,096
Hombres;98 años;2046;3,082
Hombres;98 años;2045;3,068
Hombres;98 años;2044;3,054
Hombres;98 años;2043;3,039
Hombres;98 años;2042;3,024
Hombres;98 años;2041;3,009
Hombres;98 años;2040;2,994
Hombres;98 años;2039;2,979
Hombres;98 años;2038;2,963
Hombres;98 años;2037;2,947
Hombres;98 años;2036;2,931
Hombres;98 años;2035;2,914
Hombres;98 años;2034;2,898
Hombres;98 años;2033;2,881
Hombres;98 años;2032;2,863
Hombres;98 años;2031;2,846
Hombres;98 años;2030;2,828
Hombres;98 años;2029;2,811
Hombres;98 años;2028;2,792
Hombres;98 años;2027;2,774
Hombres;98 años;2026;2,756
Hombres;98 años;2025;2,737
Hombres;98 años;2024;2,718
Hombres;98 años;2023;2,699
Hombres;98 años;2022;2,679
Hombres;98 años;2021;2,660
Hombres;98 años;2020;2,640
Hombres;98 años;2019;2,620
Hombres;98 años;2018;2,600
Hombres;98 años;2017;2,579
Hombres;98 años;2016;2,559
Hombres;99 años;2065;2,681
Hombres;99 años;2064;2,676
Hombres;99 años;2063;2,672
Hombres;99 años;2062;2,667
Hombres;99 años;2061;2,662
Hombres;99 años;2060;2,657
Hombres;99 años;2059;2,652
Hombres;99 años;2058;2,647
Hombres;99 años;2057;2,642
Hombres;99 años;2056;2,637
Hombres;99 años;2055;2,631
Hombres;99 años;2054;2,626
Hombres;99 años;2053;2,620
Hombres;99 años;2052;2,614
Hombres;99 años;2051;2,608
Hombres;99 años;2050;2,602
Hombres;99 años;2049;2,596
Hombres;99 años;2048;2,590
Hombres;99 años;2047;2,583
Hombres;99 años;2046;2,577
Hombres;99 años;2045;2,570
Hombres;99 años;2044;2,563
Hombres;99 años;2043;2,556
Hombres;99 años;2042;2,549
Hombres;99 años;2041;2,542
Hombres;99 años;2040;2,535
Hombres;99 años;2039;2,527
Hombres;99 años;2038;2,520
Hombres;99 años;2037;2,512
Hombres;99 años;2036;2,504
Hombres;99 años;2035;2,496
Hombres;99 años;2034;2,488
Hombres;99 años;2033;2,480
Hombres;99 años;2032;2,471
Hombres;99 años;2031;2,462
Hombres;99 años;2030;2,454
Hombres;99 años;2029;2,445
Hombres;99 años;2028;2,435
Hombres;99 años;2027;2,426
Hombres;99 años;2026;2,417
Hombres;99 años;2025;2,407
Hombres;99 años;2024;2,398
Hombres;99 años;2023;2,388
Hombres;99 años;2022;2,378
Hombres;99 años;2021;2,368
Hombres;99 años;2020;2,358
Hombres;99 años;2019;2,347
Hombres;99 años;2018;2,337
Hombres;99 años;2017;2,326
Hombres;99 años;2016;2,316
Hombres;100 años;2065;1,960
Hombres;100 años;2064;1,961
Hombres;100 años;2063;1,962
Hombres;100 años;2062;1,963
Hombres;100 años;2061;1,964
Hombres;100 años;2060;1,965
Hombres;100 años;2059;1,966
Hombres;100 años;2058;1,968
Hombres;100 años;2057;1,969
Hombres;100 años;2056;1,970
Hombres;100 años;2055;1,971
Hombres;100 años;2054;1,972
Hombres;100 años;2053;1,974
Hombres;100 años;2052;1,975
Hombres;100 años;2051;1,976
Hombres;100 años;2050;1,977
Hombres;100 años;2049;1,979
Hombres;100 años;2048;1,980
Hombres;100 años;2047;1,982
Hombres;100 años;2046;1,983
Hombres;100 años;2045;1,985
Hombres;100 años;2044;1,986
Hombres;100 años;2043;1,988
Hombres;100 años;2042;1,989
Hombres;100 años;2041;1,991
Hombres;100 años;2040;1,993
Hombres;100 años;2039;1,994
Hombres;100 años;2038;1,996
Hombres;100 años;2037;1,998
Hombres;100 años;2036;2,000
Hombres;100 años;2035;2,002
Hombres;100 años;2034;2,004
Hombres;100 años;2033;2,006
Hombres;100 años;2032;2,008
Hombres;100 años;2031;2,011
Hombres;100 años;2030;2,013
Hombres;100 años;2029;2,015
Hombres;100 años;2028;2,018
Hombres;100 años;2027;2,021
Hombres;100 años;2026;2,023
Hombres;100 años;2025;2,026
Hombres;100 años;2024;2,030
Hombres;100 años;2023;2,033
Hombres;100 años;2022;2,036
Hombres;100 años;2021;2,040
Hombres;100 años;2020;2,044
Hombres;100 años;2019;2,048
Hombres;100 años;2018;2,052
Hombres;100 años;2017;2,057
Hombres;100 años;2016;2,063
Mujeres;0 años;2065;91,636
Mujeres;0 años;2064;91,534
Mujeres;0 años;2063;91,431
Mujeres;0 años;2062;91,328
Mujeres;0 años;2061;91,224
Mujeres;0 años;2060;91,119
Mujeres;0 años;2059;91,013
Mujeres;0 años;2058;90,907
Mujeres;0 años;2057;90,799
Mujeres;0 años;2056;90,691
Mujeres;0 años;2055;90,582
Mujeres;0 años;2054;90,473
Mujeres;0 años;2053;90,362
Mujeres;0 años;2052;90,251
Mujeres;0 años;2051;90,139
Mujeres;0 años;2050;90,027
Mujeres;0 años;2049;89,913
Mujeres;0 años;2048;89,799
Mujeres;0 años;2047;89,684
Mujeres;0 años;2046;89,568
Mujeres;0 años;2045;89,451
Mujeres;0 años;2044;89,334
Mujeres;0 años;2043;89,216
Mujeres;0 años;2042;89,097
Mujeres;0 años;2041;88,977
Mujeres;0 años;2040;88,857
Mujeres;0 años;2039;88,735
Mujeres;0 años;2038;88,613
Mujeres;0 años;2037;88,490
Mujeres;0 años;2036;88,366
Mujeres;0 años;2035;88,242
Mujeres;0 años;2034;88,116
Mujeres;0 años;2033;87,990
Mujeres;0 años;2032;87,863
Mujeres;0 años;2031;87,735
Mujeres;0 años;2030;87,607
Mujeres;0 años;2029;87,477
Mujeres;0 años;2028;87,347
Mujeres;0 años;2027;87,215
Mujeres;0 años;2026;87,083
Mujeres;0 años;2025;86,951
Mujeres;0 años;2024;86,817
Mujeres;0 años;2023;86,682
Mujeres;0 años;2022;86,547
Mujeres;0 años;2021;86,410
Mujeres;0 años;2020;86,273
Mujeres;0 años;2019;86,135
Mujeres;0 años;2018;85,996
Mujeres;0 años;2017;85,856
Mujeres;0 años;2016;85,715
Mujeres;1 año;2065;90,726
Mujeres;1 año;2064;90,625
Mujeres;1 año;2063;90,525
Mujeres;1 año;2062;90,423
Mujeres;1 año;2061;90,321
Mujeres;1 año;2060;90,217
Mujeres;1 año;2059;90,114
Mujeres;1 año;2058;90,009
Mujeres;1 año;2057;89,904
Mujeres;1 año;2056;89,798
Mujeres;1 año;2055;89,691
Mujeres;1 año;2054;89,583
Mujeres;1 año;2053;89,475
Mujeres;1 año;2052;89,366
Mujeres;1 año;2051;89,256
Mujeres;1 año;2050;89,145
Mujeres;1 año;2049;89,034
Mujeres;1 año;2048;88,922
Mujeres;1 año;2047;88,809
Mujeres;1 año;2046;88,696
Mujeres;1 año;2045;88,582
Mujeres;1 año;2044;88,467
Mujeres;1 año;2043;88,351
Mujeres;1 año;2042;88,234
Mujeres;1 año;2041;88,117
Mujeres;1 año;2040;87,999
Mujeres;1 año;2039;87,880
Mujeres;1 año;2038;87,761
Mujeres;1 año;2037;87,640
Mujeres;1 año;2036;87,519
Mujeres;1 año;2035;87,398
Mujeres;1 año;2034;87,275
Mujeres;1 año;2033;87,152
Mujeres;1 año;2032;87,028
Mujeres;1 año;2031;86,903
Mujeres;1 año;2030;86,777
Mujeres;1 año;2029;86,651
Mujeres;1 año;2028;86,524
Mujeres;1 año;2027;86,396
Mujeres;1 año;2026;86,267
Mujeres;1 año;2025;86,138
Mujeres;1 año;2024;86,007
Mujeres;1 año;2023;85,876
Mujeres;1 año;2022;85,744
Mujeres;1 año;2021;85,611
Mujeres;1 año;2020;85,478
Mujeres;1 año;2019;85,343
Mujeres;1 año;2018;85,208
Mujeres;1 año;2017;85,072
Mujeres;1 año;2016;84,935
Mujeres;2 años;2065;89,728
Mujeres;2 años;2064;89,628
Mujeres;2 años;2063;89,527
Mujeres;2 años;2062;89,426
Mujeres;2 años;2061;89,323
Mujeres;2 años;2060;89,220
Mujeres;2 años;2059;89,116
Mujeres;2 años;2058;89,012
Mujeres;2 años;2057;88,907
Mujeres;2 años;2056;88,801
Mujeres;2 años;2055;88,694
Mujeres;2 años;2054;88,587
Mujeres;2 años;2053;88,479
Mujeres;2 años;2052;88,370
Mujeres;2 años;2051;88,260
Mujeres;2 años;2050;88,150
Mujeres;2 años;2049;88,039
Mujeres;2 años;2048;87,927
Mujeres;2 años;2047;87,814
Mujeres;2 años;2046;87,701
Mujeres;2 años;2045;87,587
Mujeres;2 años;2044;87,472
Mujeres;2 años;2043;87,357
Mujeres;2 años;2042;87,240
Mujeres;2 años;2041;87,123
Mujeres;2 años;2040;87,006
Mujeres;2 años;2039;86,887
Mujeres;2 años;2038;86,768
Mujeres;2 años;2037;86,648
Mujeres;2 años;2036;86,527
Mujeres;2 años;2035;86,406
Mujeres;2 años;2034;86,284
Mujeres;2 años;2033;86,161
Mujeres;2 años;2032;86,037
Mujeres;2 años;2031;85,913
Mujeres;2 años;2030;85,787
Mujeres;2 años;2029;85,661
Mujeres;2 años;2028;85,535
Mujeres;2 años;2027;85,407
Mujeres;2 años;2026;85,279
Mujeres;2 años;2025;85,150
Mujeres;2 años;2024;85,020
Mujeres;2 años;2023;84,890
Mujeres;2 años;2022;84,758
Mujeres;2 años;2021;84,626
Mujeres;2 años;2020;84,493
Mujeres;2 años;2019;84,359
Mujeres;2 años;2018;84,224
Mujeres;2 años;2017;84,089
Mujeres;2 años;2016;83,953
Mujeres;3 años;2065;88,729
Mujeres;3 años;2064;88,629
Mujeres;3 años;2063;88,528
Mujeres;3 años;2062;88,427
Mujeres;3 años;2061;88,325
Mujeres;3 años;2060;88,222
Mujeres;3 años;2059;88,118
Mujeres;3 años;2058;88,014
Mujeres;3 años;2057;87,908
Mujeres;3 años;2056;87,803
Mujeres;3 años;2055;87,696
Mujeres;3 años;2054;87,589
Mujeres;3 años;2053;87,481
Mujeres;3 años;2052;87,372
Mujeres;3 años;2051;87,262
Mujeres;3 años;2050;87,152
Mujeres;3 años;2049;87,041
Mujeres;3 años;2048;86,929
Mujeres;3 años;2047;86,817
Mujeres;3 años;2046;86,703
Mujeres;3 años;2045;86,589
Mujeres;3 años;2044;86,475
Mujeres;3 años;2043;86,359
Mujeres;3 años;2042;86,243
Mujeres;3 años;2041;86,126
Mujeres;3 años;2040;86,009
Mujeres;3 años;2039;85,890
Mujeres;3 años;2038;85,771
Mujeres;3 años;2037;85,652
Mujeres;3 años;2036;85,531
Mujeres;3 años;2035;85,410
Mujeres;3 años;2034;85,288
Mujeres;3 años;2033;85,165
Mujeres;3 años;2032;85,041
Mujeres;3 años;2031;84,917
Mujeres;3 años;2030;84,792
Mujeres;3 años;2029;84,666
Mujeres;3 años;2028;84,540
Mujeres;3 años;2027;84,413
Mujeres;3 años;2026;84,285
Mujeres;3 años;2025;84,156
Mujeres;3 años;2024;84,026
Mujeres;3 años;2023;83,896
Mujeres;3 años;2022;83,765
Mujeres;3 años;2021;83,633
Mujeres;3 años;2020;83,500
Mujeres;3 años;2019;83,366
Mujeres;3 años;2018;83,232
Mujeres;3 años;2017;83,097
Mujeres;3 años;2016;82,961
Mujeres;4 años;2065;87,730
Mujeres;4 años;2064;87,630
Mujeres;4 años;2063;87,530
Mujeres;4 años;2062;87,428
Mujeres;4 años;2061;87,326
Mujeres;4 años;2060;87,223
Mujeres;4 años;2059;87,119
Mujeres;4 años;2058;87,015
Mujeres;4 años;2057;86,910
Mujeres;4 años;2056;86,804
Mujeres;4 años;2055;86,698
Mujeres;4 años;2054;86,590
Mujeres;4 años;2053;86,482
Mujeres;4 años;2052;86,374
Mujeres;4 años;2051;86,264
Mujeres;4 años;2050;86,154
Mujeres;4 años;2049;86,043
Mujeres;4 años;2048;85,931
Mujeres;4 años;2047;85,819
Mujeres;4 años;2046;85,706
Mujeres;4 años;2045;85,592
Mujeres;4 años;2044;85,477
Mujeres;4 años;2043;85,362
Mujeres;4 años;2042;85,246
Mujeres;4 años;2041;85,129
Mujeres;4 años;2040;85,012
Mujeres;4 años;2039;84,894
Mujeres;4 años;2038;84,775
Mujeres;4 años;2037;84,655
Mujeres;4 años;2036;84,535
Mujeres;4 años;2035;84,413
Mujeres;4 años;2034;84,292
Mujeres;4 años;2033;84,169
Mujeres;4 años;2032;84,046
Mujeres;4 años;2031;83,921
Mujeres;4 años;2030;83,797
Mujeres;4 años;2029;83,671
Mujeres;4 años;2028;83,545
Mujeres;4 años;2027;83,418
Mujeres;4 años;2026;83,290
Mujeres;4 años;2025;83,161
Mujeres;4 años;2024;83,032
Mujeres;4 años;2023;82,902
Mujeres;4 años;2022;82,771
Mujeres;4 años;2021;82,639
Mujeres;4 años;2020;82,506
Mujeres;4 años;2019;82,373
Mujeres;4 años;2018;82,239
Mujeres;4 años;2017;82,104
Mujeres;4 años;2016;81,968
Mujeres;5 años;2065;86,732
Mujeres;5 años;2064;86,632
Mujeres;5 años;2063;86,531
Mujeres;5 años;2062;86,430
Mujeres;5 años;2061;86,327
Mujeres;5 años;2060;86,225
Mujeres;5 años;2059;86,121
Mujeres;5 años;2058;86,017
Mujeres;5 años;2057;85,912
Mujeres;5 años;2056;85,806
Mujeres;5 años;2055;85,699
