Sexo;Edad;año;Total
Hombres;0 años;2065;88,599
Hombres;0 años;2064;88,461
Hombres;0 años;2063;88,322
Hombres;0 años;2062;88,181
Hombres;0 años;2061;88,040
Hombres;0 años;2060;87,898
Hombres;0 años;2059;87,754
Hombres;0 años;2058;87,610
Hombres;0 años;2057;87,464
Hombres;0 años;2056;87,317
Hombres;0 años;2055;87,169
Hombres;0 años;2054;87,020
Hombres;0 años;2053;86,870
Hombres;0 años;2052;86,719
Hombres;0 años;2051;86,566
Hombres;0 años;2050;86,412
Hombres;0 años;2049;86,257
Hombres;0 años;2048;86,101
Hombres;0 años;2047;85,944
Hombres;0 años;2046;85,785
Hombres;0 años;2045;85,625
Hombres;0 años;2044;85,464
Hombres;0 años;2043;85,301
Hombres;0 años;2042;85,137
Hombres;0 años;2041;84,972
Hombres;0 años;2040;84,805
Hombres;0 años;2039;84,637
Hombres;0 años;2038;84,467
Hombres;0 años;2037;84,296
Hombres;0 años;2036;84,123
Hombres;0 años;2035;83,949
Hombres;0 años;2034;83,773
Hombres;0 años;2033;83,595
Hombres;0 años;2032;83,416
Hombres;0 años;2031;83,235
Hombres;0 años;2030;83,052
Hombres;0 años;2029;82,867
Hombres;0 años;2028;82,680
Hombres;0 años;2027;82,492
Hombres;0 años;2026;82,301
Hombres;0 años;2025;82,108
Hombres;0 años;2024;81,913
Hombres;0 años;2023;81,716
Hombres;0 años;2022;81,516
Hombres;0 años;2021;81,314
Hombres;0 años;2020;81,109
Hombres;0 años;2019;80,902
Hombres;0 años;2018;80,692
Hombres;0 años;2017;80,479
Hombres;0 años;2016;80,264
Hombres;1 año;2065;87,661
Hombres;1 año;2064;87,524
Hombres;1 año;2063;87,387
Hombres;1 año;2062;87,248
Hombres;1 año;2061;87,109
Hombres;1 año;2060;86,969
Hombres;1 año;2059;86,827
Hombres;1 año;2058;86,684
Hombres;1 año;2057;86,541
Hombres;1 año;2056;86,396
Hombres;1 año;2055;86,250
Hombres;1 año;2054;86,103
Hombres;1 año;2053;85,955
Hombres;1 año;2052;85,806
Hombres;1 año;2051;85,656
Hombres;1 año;2050;85,505
Hombres;1 año;2049;85,352
Hombres;1 año;2048;85,199
Hombres;1 año;2047;85,044
Hombres;1 año;2046;84,888
Hombres;1 año;2045;84,731
Hombres;1 año;2044;84,572
Hombres;1 año;2043;84,412
Hombres;1 año;2042;84,251
Hombres;1 año;2041;84,089
Hombres;1 año;2040;83,926
Hombres;1 año;2039;83,761
Hombres;1 año;2038;83,594
Hombres;1 año;2037;83,426
Hombres;1 año;2036;83,257
Hombres;1 año;2035;83,086
Hombres;1 año;2034;82,914
Hombres;1 año;2033;82,740
Hombres;1 año;2032;82,565
Hombres;1 año;2031;82,388
Hombres;1 año;2030;82,209
Hombres;1 año;2029;82,028
Hombres;1 año;2028;81,846
Hombres;1 año;2027;81,661
Hombres;1 año;2026;81,475
Hombres;1 año;2025;81,287
Hombres;1 año;2024;81,096
Hombres;1 año;2023;80,904
Hombres;1 año;2022;80,709
Hombres;1 año;2021;80,512
Hombres;1 año;2020;80,313
Hombres;1 año;2019;80,111
Hombres;1 año;2018;79,906
Hombres;1 año;2017;79,699
Hombres;1 año;2016;79,489
Hombres;2 años;2065;86,664
Hombres;2 años;2064;86,527
Hombres;2 años;2063;86,390
Hombres;2 años;2062;86,252
Hombres;2 años;2061;86,112
Hombres;2 años;2060;85,972
Hombres;2 años;2059;85,831
Hombres;2 años;2058;85,688
Hombres;2 años;2057;85,545
Hombres;2 años;2056;85,400
Hombres;2 años;2055;85,254
Hombres;2 años;2054;85,108
Hombres;2 años;2053;84,960
Hombres;2 años;2052;84,811
Hombres;2 años;2051;84,661
Hombres;2 años;2050;84,510
Hombres;2 años;2049;84,358
Hombres;2 años;2048;84,204
Hombres;2 años;2047;84,049
Hombres;2 años;2046;83,894
Hombres;2 años;2045;83,737
Hombres;2 años;2044;83,578
Hombres;2 años;2043;83,419
Hombres;2 años;2042;83,258
Hombres;2 años;2041;83,096
Hombres;2 años;2040;82,933
Hombres;2 años;2039;82,768
Hombres;2 años;2038;82,602
Hombres;2 años;2037;82,434
Hombres;2 años;2036;82,265
Hombres;2 años;2035;82,095
Hombres;2 años;2034;81,923
Hombres;2 años;2033;81,749
Hombres;2 años;2032;81,574
Hombres;2 años;2031;81,397
Hombres;2 años;2030;81,219
Hombres;2 años;2029;81,039
Hombres;2 años;2028;80,857
Hombres;2 años;2027;80,673
Hombres;2 años;2026;80,487
Hombres;2 años;2025;80,299
Hombres;2 años;2024;80,109
Hombres;2 años;2023;79,917
Hombres;2 años;2022;79,723
Hombres;2 años;2021;79,526
Hombres;2 años;2020;79,327
Hombres;2 años;2019;79,126
Hombres;2 años;2018;78,922
Hombres;2 años;2017;78,716
Hombres;2 años;2016;78,506
Hombres;3 años;2065;85,665
Hombres;3 años;2064;85,529
Hombres;3 años;2063;85,392
Hombres;3 años;2062;85,254
Hombres;3 años;2061;85,114
Hombres;3 años;2060;84,974
Hombres;3 años;2059;84,833
Hombres;3 años;2058;84,690
Hombres;3 años;2057;84,547
Hombres;3 años;2056;84,402
Hombres;3 años;2055;84,257
Hombres;3 años;2054;84,110
Hombres;3 años;2053;83,963
Hombres;3 años;2052;83,814
Hombres;3 años;2051;83,664
Hombres;3 años;2050;83,513
Hombres;3 años;2049;83,361
Hombres;3 años;2048;83,207
Hombres;3 años;2047;83,053
Hombres;3 años;2046;82,897
Hombres;3 años;2045;82,740
Hombres;3 años;2044;82,582
Hombres;3 años;2043;82,423
Hombres;3 años;2042;82,262
Hombres;3 años;2041;82,100
Hombres;3 años;2040;81,937
Hombres;3 años;2039;81,772
Hombres;3 años;2038;81,606
Hombres;3 años;2037;81,439
Hombres;3 años;2036;81,270
Hombres;3 años;2035;81,100
Hombres;3 años;2034;80,928
Hombres;3 años;2033;80,755
Hombres;3 años;2032;80,580
Hombres;3 años;2031;80,403
Hombres;3 años;2030;80,225
Hombres;3 años;2029;80,045
Hombres;3 años;2028;79,863
Hombres;3 años;2027;79,679
Hombres;3 años;2026;79,494
Hombres;3 años;2025;79,306
Hombres;3 años;2024;79,117
Hombres;3 años;2023;78,925
Hombres;3 años;2022;78,731
Hombres;3 años;2021;78,535
Hombres;3 años;2020;78,336
Hombres;3 años;2019;78,135
Hombres;3 años;2018;77,931
Hombres;3 años;2017;77,725
Hombres;3 años;2016;77,516
Hombres;4 años;2065;84,667
Hombres;4 años;2064;84,531
Hombres;4 años;2063;84,393
Hombres;4 años;2062;84,255
Hombres;4 años;2061;84,116
Hombres;4 años;2060;83,976
Hombres;4 años;2059;83,835
Hombres;4 años;2058;83,692
Hombres;4 años;2057;83,549
Hombres;4 años;2056;83,404
Hombres;4 años;2055;83,259
Hombres;4 años;2054;83,112
Hombres;4 años;2053;82,965
Hombres;4 años;2052;82,816
Hombres;4 años;2051;82,666
Hombres;4 años;2050;82,515
Hombres;4 años;2049;82,363
Hombres;4 años;2048;82,210
Hombres;4 años;2047;82,056
Hombres;4 años;2046;81,900
Hombres;4 años;2045;81,743
Hombres;4 años;2044;81,585
Hombres;4 años;2043;81,426
Hombres;4 años;2042;81,266
Hombres;4 años;2041;81,104
Hombres;4 años;2040;80,941
Hombres;4 años;2039;80,776
Hombres;4 años;2038;80,610
Hombres;4 años;2037;80,443
Hombres;4 años;2036;80,275
Hombres;4 años;2035;80,104
Hombres;4 años;2034;79,933
Hombres;4 años;2033;79,760
Hombres;4 años;2032;79,585
Hombres;4 años;2031;79,408
Hombres;4 años;2030;79,230
Hombres;4 años;2029;79,051
Hombres;4 años;2028;78,869
Hombres;4 años;2027;78,686
Hombres;4 años;2026;78,500
Hombres;4 años;2025;78,313
Hombres;4 años;2024;78,123
Hombres;4 años;2023;77,932
Hombres;4 años;2022;77,738
Hombres;4 años;2021;77,542
Hombres;4 años;2020;77,344
Hombres;4 años;2019;77,143
Hombres;4 años;2018;76,940
Hombres;4 años;2017;76,734
Hombres;4 años;2016;76,525
Hombres;5 años;2065;83,668
Hombres;5 años;2064;83,532
Hombres;5 años;2063;83,395
Hombres;5 años;2062;83,256
Hombres;5 años;2061;83,117
Hombres;5 años;2060;82,977
Hombres;5 años;2059;82,836
Hombres;5 años;2058;82,693
Hombres;5 años;2057;82,550
Hombres;5 años;2056;82,406
Hombres;5 años;2055;82,260
Hombres;5 años;2054;82,114
Hombres;5 años;2053;81,966
Hombres;5 años;2052;81,818
Hombres;5 años;2051;81,668
Hombres;5 años;2050;81,517
Hombres;5 años;2049;81,365
Hombres;5 años;2048;81,212
Hombres;5 años;2047;81,058
Hombres;5 años;2046;80,902
Hombres;5 años;2045;80,745
Hombres;5 años;2044;80,588
Hombres;5 años;2043;80,428
Hombres;5 años;2042;80,268
Hombres;5 años;2041;80,106
Hombres;5 años;2040;79,943
Hombres;5 años;2039;79,779
Hombres;5 años;2038;79,613
Hombres;5 años;2037;79,446
Hombres;5 años;2036;79,278
Hombres;5 años;2035;79,108
Hombres;5 años;2034;78,936
Hombres;5 años;2033;78,763
Hombres;5 años;2032;78,589
Hombres;5 años;2031;78,412
Hombres;5 años;2030;78,234
Hombres;5 años;2029;78,055
Hombres;5 años;2028;77,873
Hombres;5 años;2027;77,690
Hombres;5 años;2026;77,505
Hombres;5 años;2025;77,318
Hombres;5 años;2024;77,129
Hombres;5 años;2023;76,937
Hombres;5 años;2022;76,744
Hombres;5 años;2021;76,548
Hombres;5 años;2020;76,350
Hombres;5 años;2019;76,149
Hombres;5 años;2018;75,946
Hombres;5 años;2017;75,741
Hombres;5 años;2016;75,532
Hombres;6 años;2065;82,669
Hombres;6 años;2064;82,533
Hombres;6 años;2063;82,396
Hombres;6 años;2062;82,257
Hombres;6 años;2061;82,118
Hombres;6 años;2060;81,978
Hombres;6 años;2059;81,837
Hombres;6 años;2058;81,695
Hombres;6 años;2057;81,552
Hombres;6 años;2056;81,407
Hombres;6 años;2055;81,262
Hombres;6 años;2054;81,115
Hombres;6 años;2053;80,968
Hombres;6 años;2052;80,819
Hombres;6 años;2051;80,670
Hombres;6 años;2050;80,519
Hombres;6 años;2049;80,367
Hombres;6 años;2048;80,214
Hombres;6 años;2047;80,060
Hombres;6 años;2046;79,904
Hombres;6 años;2045;79,748
Hombres;6 años;2044;79,590
Hombres;6 años;2043;79,431
Hombres;6 años;2042;79,270
Hombres;6 años;2041;79,109
Hombres;6 años;2040;78,946
Hombres;6 años;2039;78,782
Hombres;6 años;2038;78,616
Hombres;6 años;2037;78,449
Hombres;6 años;2036;78,281
Hombres;6 años;2035;78,111
Hombres;6 años;2034;77,940
Hombres;6 años;2033;77,767
Hombres;6 años;2032;77,592
Hombres;6 años;2031;77,416
Hombres;6 años;2030;77,238
Hombres;6 años;2029;77,059
Hombres;6 años;2028;76,878
Hombres;6 años;2027;76,695
Hombres;6 años;2026;76,510
Hombres;6 años;2025;76,323
Hombres;6 años;2024;76,134
Hombres;6 años;2023;75,943
Hombres;6 años;2022;75,749
Hombres;6 años;2021;75,554
Hombres;6 años;2020;75,356
Hombres;6 años;2019;75,156
Hombres;6 años;2018;74,953
Hombres;6 años;2017;74,747
Hombres;6 años;2016;74,539
Hombres;7 años;2065;81,670
Hombres;7 años;2064;81,533
Hombres;7 años;2063;81,396
Hombres;7 años;2062;81,258
Hombres;7 años;2061;81,119
Hombres;7 años;2060;80,979
Hombres;7 años;2059;80,838
Hombres;7 años;2058;80,696
Hombres;7 años;2057;80,553
Hombres;7 años;2056;80,408
Hombres;7 años;2055;80,263
Hombres;7 años;2054;80,117
Hombres;7 años;2053;79,969
Hombres;7 años;2052;79,821
Hombres;7 años;2051;79,671
Hombres;7 años;2050;79,520
Hombres;7 años;2049;79,368
Hombres;7 años;2048;79,215
Hombres;7 años;2047;79,061
Hombres;7 años;2046;78,906
Hombres;7 años;2045;78,749
Hombres;7 años;2044;78,592
Hombres;7 años;2043;78,433
Hombres;7 años;2042;78,272
Hombres;7 años;2041;78,111
Hombres;7 años;2040;77,948
Hombres;7 años;2039;77,784
Hombres;7 años;2038;77,618
Hombres;7 años;2037;77,452
Hombres;7 años;2036;77,283
Hombres;7 años;2035;77,113
Hombres;7 años;2034;76,942
Hombres;7 años;2033;76,769
Hombres;7 años;2032;76,595
Hombres;7 años;2031;76,419
Hombres;7 años;2030;76,241
Hombres;7 años;2029;76,062
Hombres;7 años;2028;75,881
Hombres;7 años;2027;75,698
Hombres;7 años;2026;75,513
Hombres;7 años;2025;75,326
Hombres;7 años;2024;75,137
Hombres;7 años;2023;74,947
Hombres;7 años;2022;74,753
Hombres;7 años;2021;74,558
Hombres;7 años;2020;74,360
Hombres;7 años;2019;74,160
Hombres;7 años;2018;73,958
Hombres;7 años;2017;73,752
Hombres;7 años;2016;73,544
Hombres;8 años;2065;80,670
Hombres;8 años;2064;80,534
Hombres;8 años;2063;80,397
Hombres;8 años;2062;80,259
Hombres;8 años;2061;80,120
Hombres;8 años;2060;79,980
Hombres;8 años;2059;79,839
Hombres;8 años;2058;79,697
Hombres;8 años;2057;79,554
Hombres;8 años;2056;79,410
Hombres;8 años;2055;79,264
Hombres;8 años;2054;79,118
Hombres;8 años;2053;78,971
Hombres;8 años;2052;78,822
Hombres;8 años;2051;78,672
Hombres;8 años;2050;78,522
Hombres;8 años;2049;78,370
Hombres;8 años;2048;78,217
Hombres;8 años;2047;78,063
Hombres;8 años;2046;77,908
Hombres;8 años;2045;77,751
Hombres;8 años;2044;77,594
Hombres;8 años;2043;77,435
Hombres;8 años;2042;77,274
Hombres;8 años;2041;77,113
Hombres;8 años;2040;76,950
Hombres;8 años;2039;76,786
Hombres;8 años;2038;76,621
Hombres;8 años;2037;76,454
Hombres;8 años;2036;76,286
Hombres;8 años;2035;76,116
Hombres;8 años;2034;75,945
Hombres;8 años;2033;75,772
Hombres;8 años;2032;75,598
Hombres;8 años;2031;75,422
Hombres;8 años;2030;75,245
Hombres;8 años;2029;75,066
Hombres;8 años;2028;74,885
Hombres;8 años;2027;74,702
Hombres;8 años;2026;74,517
Hombres;8 años;2025;74,331
Hombres;8 años;2024;74,142
Hombres;8 años;2023;73,951
Hombres;8 años;2022;73,758
Hombres;8 años;2021;73,563
Hombres;8 años;2020;73,366
Hombres;8 años;2019;73,166
Hombres;8 años;2018;72,963
Hombres;8 años;2017;72,758
Hombres;8 años;2016;72,551
Hombres;9 años;2065;79,671
Hombres;9 años;2064;79,535
Hombres;9 años;2063;79,398
Hombres;9 años;2062;79,260
Hombres;9 años;2061;79,121
Hombres;9 años;2060;78,981
Hombres;9 años;2059;78,840
Hombres;9 años;2058;78,698
Hombres;9 años;2057;78,555
Hombres;9 años;2056;78,411
Hombres;9 años;2055;78,265
Hombres;9 años;2054;78,119
Hombres;9 años;2053;77,972
Hombres;9 años;2052;77,823
Hombres;9 años;2051;77,674
Hombres;9 años;2050;77,523
Hombres;9 años;2049;77,372
Hombres;9 años;2048;77,219
Hombres;9 años;2047;77,065
Hombres;9 años;2046;76,909
Hombres;9 años;2045;76,753
Hombres;9 años;2044;76,595
Hombres;9 años;2043;76,437
Hombres;9 años;2042;76,277
Hombres;9 años;2041;76,115
Hombres;9 años;2040;75,953
Hombres;9 años;2039;75,789
Hombres;9 años;2038;75,623
Hombres;9 años;2037;75,457
Hombres;9 años;2036;75,289
Hombres;9 años;2035;75,119
Hombres;9 años;2034;74,948
Hombres;9 años;2033;74,775
Hombres;9 años;2032;74,601
Hombres;9 años;2031;74,426
Hombres;9 años;2030;74,248
Hombres;9 años;2029;74,069
Hombres;9 años;2028;73,888
Hombres;9 años;2027;73,706
Hombres;9 años;2026;73,521
Hombres;9 años;2025;73,335
Hombres;9 años;2024;73,146
Hombres;9 años;2023;72,956
Hombres;9 años;2022;72,763
Hombres;9 años;2021;72,568
Hombres;9 años;2020;72,371
Hombres;9 años;2019;72,171
Hombres;9 años;2018;71,969
Hombres;9 años;2017;71,764
Hombres;9 años;2016;71,556
Hombres;10 años;2065;78,672
Hombres;10 años;2064;78,536
Hombres;10 años;2063;78,399
Hombres;10 años;2062;78,261
Hombres;10 años;2061;78,122
Hombres;10 años;2060;77,982
Hombres;10 años;2059;77,841
Hombres;10 años;2058;77,699
Hombres;10 años;2057;77,556
Hombres;10 años;2056;77,412
Hombres;10 años;2055;77,267
Hombres;10 años;2054;77,120
Hombres;10 años;2053;76,973
Hombres;10 años;2052;76,825
Hombres;10 años;2051;76,675
Hombres;10 años;2050;76,525
Hombres;10 años;2049;76,373
Hombres;10 años;2048;76,220
Hombres;10 años;2047;76,066
Hombres;10 años;2046;75,911
Hombres;10 años;2045;75,755
Hombres;10 años;2044;75,597
Hombres;10 años;2043;75,438
Hombres;10 años;2042;75,278
Hombres;10 años;2041;75,117
Hombres;10 años;2040;74,955
Hombres;10 años;2039;74,791
Hombres;10 años;2038;74,625
Hombres;10 años;2037;74,459
Hombres;10 años;2036;74,291
Hombres;10 años;2035;74,121
Hombres;10 años;2034;73,951
Hombres;10 años;2033;73,778
Hombres;10 años;2032;73,604
Hombres;10 años;2031;73,429
Hombres;10 años;2030;73,251
Hombres;10 años;2029;73,072
Hombres;10 años;2028;72,892
Hombres;10 años;2027;72,709
Hombres;10 años;2026;72,525
Hombres;10 años;2025;72,338
Hombres;10 años;2024;72,150
Hombres;10 años;2023;71,960
Hombres;10 años;2022;71,767
Hombres;10 años;2021;71,572
Hombres;10 años;2020;71,375
Hombres;10 años;2019;71,176
Hombres;10 años;2018;70,974
Hombres;10 años;2017;70,769
Hombres;10 años;2016;70,562
Hombres;11 años;2065;77,673
Hombres;11 años;2064;77,537
Hombres;11 años;2063;77,400
Hombres;11 años;2062;77,262
Hombres;11 años;2061;77,123
Hombres;11 años;2060;76,983
Hombres;11 años;2059;76,842
Hombres;11 años;2058;76,700
Hombres;11 años;2057;76,557
Hombres;11 años;2056;76,413
Hombres;11 años;2055;76,268
Hombres;11 años;2054;76,121
Hombres;11 años;2053;75,974
Hombres;11 años;2052;75,826
Hombres;11 años;2051;75,676
Hombres;11 años;2050;75,526
Hombres;11 años;2049;75,374
Hombres;11 años;2048;75,222
Hombres;11 años;2047;75,068
Hombres;11 años;2046;74,913
Hombres;11 años;2045;74,756
Hombres;11 años;2044;74,599
Hombres;11 años;2043;74,440
Hombres;11 años;2042;74,280
Hombres;11 años;2041;74,119
Hombres;11 años;2040;73,957
Hombres;11 años;2039;73,793
Hombres;11 años;2038;73,628
Hombres;11 años;2037;73,461
Hombres;11 años;2036;73,293
Hombres;11 años;2035;73,124
Hombres;11 años;2034;72,953
Hombres;11 años;2033;72,781
Hombres;11 años;2032;72,607
Hombres;11 años;2031;72,431
Hombres;11 años;2030;72,254
Hombres;11 años;2029;72,075
Hombres;11 años;2028;71,895
Hombres;11 años;2027;71,713
Hombres;11 años;2026;71,528
Hombres;11 años;2025;71,342
Hombres;11 años;2024;71,154
Hombres;11 años;2023;70,964
Hombres;11 años;2022;70,771
Hombres;11 años;2021;70,577
Hombres;11 años;2020;70,380
Hombres;11 años;2019;70,180
Hombres;11 años;2018;69,979
Hombres;11 años;2017;69,774
Hombres;11 años;2016;69,567
Hombres;12 años;2065;76,673
Hombres;12 años;2064;76,537
Hombres;12 años;2063;76,400
Hombres;12 años;2062;76,262
Hombres;12 años;2061;76,123
Hombres;12 años;2060;75,984
Hombres;12 años;2059;75,843
Hombres;12 años;2058;75,701
Hombres;12 años;2057;75,558
Hombres;12 años;2056;75,414
Hombres;12 años;2055;75,268
Hombres;12 años;2054;75,122
Hombres;12 años;2053;74,975
Hombres;12 años;2052;74,827
Hombres;12 años;2051;74,677
Hombres;12 años;2050;74,527
Hombres;12 años;2049;74,375
Hombres;12 años;2048;74,223
Hombres;12 años;2047;74,069
Hombres;12 años;2046;73,914
Hombres;12 años;2045;73,758
Hombres;12 años;2044;73,600
Hombres;12 años;2043;73,442
Hombres;12 años;2042;73,282
Hombres;12 años;2041;73,121
Hombres;12 años;2040;72,958
Hombres;12 años;2039;72,794
Hombres;12 años;2038;72,629
Hombres;12 años;2037;72,463
Hombres;12 años;2036;72,295
Hombres;12 años;2035;72,126
Hombres;12 años;2034;71,955
Hombres;12 años;2033;71,783
Hombres;12 años;2032;71,609
Hombres;12 años;2031;71,434
Hombres;12 años;2030;71,257
Hombres;12 años;2029;71,078
Hombres;12 años;2028;70,897
Hombres;12 años;2027;70,715
Hombres;12 años;2026;70,531
Hombres;12 años;2025;70,345
Hombres;12 años;2024;70,157
Hombres;12 años;2023;69,967
Hombres;12 años;2022;69,775
Hombres;12 años;2021;69,580
Hombres;12 años;2020;69,383
Hombres;12 años;2019;69,184
Hombres;12 años;2018;68,983
Hombres;12 años;2017;68,778
Hombres;12 años;2016;68,571
Hombres;13 años;2065;75,674
Hombres;13 años;2064;75,538
Hombres;13 años;2063;75,401
Hombres;13 años;2062;75,263
Hombres;13 años;2061;75,124
Hombres;13 años;2060;74,984
Hombres;13 años;2059;74,843
Hombres;13 años;2058;74,701
Hombres;13 años;2057;74,558
Hombres;13 años;2056;74,414
Hombres;13 años;2055;74,269
Hombres;13 años;2054;74,123
Hombres;13 años;2053;73,976
Hombres;13 años;2052;73,828
Hombres;13 años;2051;73,679
Hombres;13 años;2050;73,528
Hombres;13 años;2049;73,377
Hombres;13 años;2048;73,224
Hombres;13 años;2047;73,070
Hombres;13 años;2046;72,915
Hombres;13 años;2045;72,759
Hombres;13 años;2044;72,602
Hombres;13 años;2043;72,443
Hombres;13 años;2042;72,283
Hombres;13 años;2041;72,122
Hombres;13 años;2040;71,960
Hombres;13 años;2039;71,796
Hombres;13 años;2038;71,632
Hombres;13 años;2037;71,465
Hombres;13 años;2036;71,297
Hombres;13 años;2035;71,128
Hombres;13 años;2034;70,958
Hombres;13 años;2033;70,786
Hombres;13 años;2032;70,612
Hombres;13 años;2031;70,437
Hombres;13 años;2030;70,260
Hombres;13 años;2029;70,081
Hombres;13 años;2028;69,901
Hombres;13 años;2027;69,719
Hombres;13 años;2026;69,535
Hombres;13 años;2025;69,349
Hombres;13 años;2024;69,161
Hombres;13 años;2023;68,971
Hombres;13 años;2022;68,779
Hombres;13 años;2021;68,585
Hombres;13 años;2020;68,388
Hombres;13 años;2019;68,190
Hombres;13 años;2018;67,988
Hombres;13 años;2017;67,784
Hombres;13 años;2016;67,578
Hombres;14 años;2065;74,674
Hombres;14 años;2064;74,538
Hombres;14 años;2063;74,401
Hombres;14 años;2062;74,264
Hombres;14 años;2061;74,125
Hombres;14 años;2060;73,985
Hombres;14 años;2059;73,844
Hombres;14 años;2058;73,702
Hombres;14 años;2057;73,559
Hombres;14 años;2056;73,415
Hombres;14 años;2055;73,270
Hombres;14 años;2054;73,124
Hombres;14 años;2053;72,977
Hombres;14 años;2052;72,829
Hombres;14 años;2051;72,680
Hombres;14 años;2050;72,529
Hombres;14 años;2049;72,378
Hombres;14 años;2048;72,225
Hombres;14 años;2047;72,071
Hombres;14 años;2046;71,917
Hombres;14 años;2045;71,760
Hombres;14 años;2044;71,603
Hombres;14 años;2043;71,445
Hombres;14 años;2042;71,285
Hombres;14 años;2041;71,124
Hombres;14 años;2040;70,962
Hombres;14 años;2039;70,798
Hombres;14 años;2038;70,634
Hombres;14 años;2037;70,467
Hombres;14 años;2036;70,300
Hombres;14 años;2035;70,131
Hombres;14 años;2034;69,960
Hombres;14 años;2033;69,788
Hombres;14 años;2032;69,615
Hombres;14 años;2031;69,440
Hombres;14 años;2030;69,263
Hombres;14 años;2029;69,085
Hombres;14 años;2028;68,904
Hombres;14 años;2027;68,723
Hombres;14 años;2026;68,539
Hombres;14 años;2025;68,353
Hombres;14 años;2024;68,165
Hombres;14 años;2023;67,976
Hombres;14 años;2022;67,784
Hombres;14 años;2021;67,590
Hombres;14 años;2020;67,394
Hombres;14 años;2019;67,195
Hombres;14 años;2018;66,994
Hombres;14 años;2017;66,790
Hombres;14 años;2016;66,584
Hombres;15 años;2065;73,675
Hombres;15 años;2064;73,539
Hombres;15 años;2063;73,402
Hombres;15 años;2062;73,264
Hombres;15 años;2061;73,125
Hombres;15 años;2060;72,985
Hombres;15 años;2059;72,845
Hombres;15 años;2058;72,703
Hombres;15 años;2057;72,560
Hombres;15 años;2056;72,416
Hombres;15 años;2055;72,271
Hombres;15 años;2054;72,125
Hombres;15 años;2053;71,978
Hombres;15 años;2052;71,830
Hombres;15 años;2051;71,680
Hombres;15 años;2050;71,530
Hombres;15 años;2049;71,379
Hombres;15 años;2048;71,226
Hombres;15 años;2047;71,072
Hombres;15 años;2046;70,918
Hombres;15 años;2045;70,762
Hombres;15 años;2044;70,604
Hombres;15 años;2043;70,446
Hombres;15 años;2042;70,286
Hombres;15 años;2041;70,126
Hombres;15 años;2040;69,963
Hombres;15 años;2039;69,800
Hombres;15 años;2038;69,635
Hombres;15 años;2037;69,469
Hombres;15 años;2036;69,302
Hombres;15 años;2035;69,133
Hombres;15 años;2034;68,963
Hombres;15 años;2033;68,791
Hombres;15 años;2032;68,617
Hombres;15 años;2031;68,442
Hombres;15 años;2030;68,266
Hombres;15 años;2029;68,088
Hombres;15 años;2028;67,908
Hombres;15 años;2027;67,726
Hombres;15 años;2026;67,542
Hombres;15 años;2025;67,357
Hombres;15 años;2024;67,170
Hombres;15 años;2023;66,980
Hombres;15 años;2022;66,789
Hombres;15 años;2021;66,595
Hombres;15 años;2020;66,399
Hombres;15 años;2019;66,201
Hombres;15 años;2018;66,000
Hombres;15 años;2017;65,797
Hombres;15 años;2016;65,591
Hombres;16 años;2065;72,675
Hombres;16 años;2064;72,539
Hombres;16 años;2063;72,402
Hombres;16 años;2062;72,264
Hombres;16 años;2061;72,126
Hombres;16 años;2060;71,986
Hombres;16 años;2059;71,845
Hombres;16 años;2058;71,703
Hombres;16 años;2057;71,560
Hombres;16 años;2056;71,416
Hombres;16 años;2055;71,271
Hombres;16 años;2054;71,126
Hombres;16 años;2053;70,978
Hombres;16 años;2052;70,830
Hombres;16 años;2051;70,681
Hombres;16 años;2050;70,531
Hombres;16 años;2049;70,380
Hombres;16 años;2048;70,227
Hombres;16 años;2047;70,074
Hombres;16 años;2046;69,919
Hombres;16 años;2045;69,763
Hombres;16 años;2044;69,606
Hombres;16 años;2043;69,448
Hombres;16 años;2042;69,288
Hombres;16 años;2041;69,127
Hombres;16 años;2040;68,965
Hombres;16 años;2039;68,802
Hombres;16 años;2038;68,637
Hombres;16 años;2037;68,471
Hombres;16 años;2036;68,304
Hombres;16 años;2035;68,135
Hombres;16 años;2034;67,965
Hombres;16 años;2033;67,794
Hombres;16 años;2032;67,620
Hombres;16 años;2031;67,446
Hombres;16 años;2030;67,269
Hombres;16 años;2029;67,091
Hombres;16 años;2028;66,912
Hombres;16 años;2027;66,730
Hombres;16 años;2026;66,547
Hombres;16 años;2025;66,362
Hombres;16 años;2024;66,175
Hombres;16 años;2023;65,986
Hombres;16 años;2022;65,794
Hombres;16 años;2021;65,601
Hombres;16 años;2020;65,406
Hombres;16 años;2019;65,208
Hombres;16 años;2018;65,008
Hombres;16 años;2017;64,805
Hombres;16 años;2016;64,599
Hombres;17 años;2065;71,675
Hombres;17 años;2064;71,539
Hombres;17 años;2063;71,403
Hombres;17 años;2062;71,265
Hombres;17 años;2061;71,126
Hombres;17 años;2060;70,986
Hombres;17 años;2059;70,845
Hombres;17 años;2058;70,704
Hombres;17 años;2057;70,561
Hombres;17 años;2056;70,417
Hombres;17 años;2055;70,272
Hombres;17 años;2054;70,126
Hombres;17 años;2053;69,979
Hombres;17 años;2052;69,831
Hombres;17 años;2051;69,682
Hombres;17 años;2050;69,532
Hombres;17 años;2049;69,381
Hombres;17 años;2048;69,228
Hombres;17 años;2047;69,075
Hombres;17 años;2046;68,920
Hombres;17 años;2045;68,764
Hombres;17 años;2044;68,607
Hombres;17 años;2043;68,449
Hombres;17 años;2042;68,290
